Date,P,Tmax,Tmin,Q,,,,,,,
04-10-2008,5.45355,15.179,4.694,36003.46133,,,,,,,
05-10-2008,2.87513,15.349,4.713,35536.03474,,,,,,,
06-10-2008,4.57145,14.624,5.369,35898.86,,,,,,,
07-10-2008,1.53013,12.877,5.296,33669.34906,,,,,,,
08-10-2008,2.14263,13.097,5.059,32271.29791,,,,,,,
09-10-2008,1.08342,13.119,4.29,30873.22881,,,,,,,
10-10-2008,0.713026,12.39,3.455,29476.26543,,,,,,,
11-10-2008,0.401053,12.364,2.469,28081.53144,,,,,,,
12-10-2008,0.0731579,12.458,-0.067,26690.1505,,,,,,,
13-10-2008,0.257632,12.757,-0.672,25303.24629,,,,,,,
14-10-2008,0.0742105,12.056,-0.191,23921.94247,,,,,,,
15-10-2008,0.00578947,12.411,0.245,22547.36272,,,,,,,
16-10-2008,0.00421053,13.281,0.369,21180.63069,,,,,,,
17-10-2008,0.0815789,13.165,1.175,18611.92,,,,,,,
18-10-2008,0.0675,12.407,1.43,19820.34886,,,,,,,
19-10-2008,0.0607895,11.103,0.146,19827.53467,,,,,,,
20-10-2008,0.0228947,12.12,0.065,19844.03945,,,,,,,
21-10-2008,0.178684,11.572,-0.126,19869.47516,,,,,,,
22-10-2008,0.0293421,11.335,-0.508,19903.45373,,,,,,,
23-10-2008,0.197632,10.783,-0.805,19945.58713,,,,,,,
24-10-2008,0.286447,10.085,-0.161,19995.4873,,,,,,,
25-10-2008,1.39026,9.355,-0.47,20052.7662,,,,,,,
26-10-2008,9.88934,7.779,-0.391,20117.03577,,,,,,,
27-10-2008,16.8411,5.69,1.048,20187.90797,,,,,,,
28-10-2008,0.672632,7.417,-3.554,20264.99475,,,,,,,
29-10-2008,0.112895,5.705,-4.281,20347.90807,,,,,,,
30-10-2008,0.0523684,6.524,-4.433,20436.25986,,,,,,,
31-10-2008,0.0467105,6.589,-5.154,20529.66209,,,,,,,
01-11-2008,0.00118421,6.051,-6.275,20627.7267,,,,,,,
02-11-2008,0.00815789,6.795,-6.236,20730.06564,,,,,,,
03-11-2008,0.0672368,8.198,-4.483,20836.29088,,,,,,,
04-11-2008,0.526316,8.396,-1.811,20946.01435,,,,,,,
05-11-2008,0.380526,6.323,-6.707,21058.84802,,,,,,,
06-11-2008,0.0951316,5.065,-7.828,21174.40382,,,,,,,
07-11-2008,0.0114474,6.469,-6.93,21292.29372,,,,,,,
08-11-2008,0.00197368,7.944,-6.225,21412.12966,,,,,,,
09-11-2008,0,8.408,-6.027,21533.52359,,,,,,,
10-11-2008,0.00197368,8.649,-5.64,21656.08748,,,,,,,
11-11-2008,0.000657895,8.221,-5.305,21779.43326,,,,,,,
12-11-2008,0.0146053,7.582,-5.661,21903.17289,,,,,,,
13-11-2008,0.00263158,7.518,-5.35,22026.91832,,,,,,,
14-11-2008,0.0446053,7.024,-5.281,22150.2815,,,,,,,
15-11-2008,0.0348684,7.016,-6.064,22272.87439,,,,,,,
16-11-2008,0,7.364,-6.48,22394.30893,,,,,,,
17-11-2008,0.00118421,7.754,-6.605,22514.19707,,,,,,,
18-11-2008,0,7.902,-6.137,22632.15078,,,,,,,
19-11-2008,0.000263158,8.538,-4.66,22747.78199,,,,,,,
20-11-2008,0.0764474,8.157,-3.654,23684.33,,,,,,,
21-11-2008,1.54605,6.088,-4.504,22055.62519,,,,,,,
22-11-2008,0.934079,3.519,-9.298,21248.08927,,,,,,,
23-11-2008,0.0557895,4.608,-9.312,20438.73505,,,,,,,
24-11-2008,0.055,4.66,-7.462,19628.20269,,,,,,,
25-11-2008,0.00131579,5.055,-8.843,18817.13231,,,,,,,
26-11-2008,0,6.006,-8.471,18006.16407,,,,,,,
27-11-2008,0,6.456,-8.129,17195.93811,,,,,,,
28-11-2008,0,6.682,-8.282,16387.09458,,,,,,,
29-11-2008,0,7.173,-6.917,15580.27363,,,,,,,
30-11-2008,0.000789474,7.179,-6.248,14776.11539,,,,,,,
01-12-2008,0.0255263,7.875,-5.511,13418.92,,,,,,,
02-12-2008,0.0922368,7.18,-5.711,13796.33979,,,,,,,
03-12-2008,0.0605263,6.463,-6.497,13621.30821,,,,,,,
04-12-2008,0.0173684,7.333,-6.217,13450.11088,,,,,,,
05-12-2008,0,7.673,-5.875,13282.69344,,,,,,,
06-12-2008,0.0201316,7.418,-5.078,13119.00152,,,,,,,
07-12-2008,0.00328947,7.843,-6.418,12958.98072,,,,,,,
08-12-2008,0.000526316,7.254,-6.56,12802.57669,,,,,,,
09-12-2008,0.00184211,8.214,-5.288,12649.73505,,,,,,,
10-12-2008,0.00960526,7.802,-6.079,12500.40141,,,,,,,
11-12-2008,0.0364474,6.065,-6.213,12354.52142,,,,,,,
12-12-2008,0.0371053,5.864,-6.697,12212.04069,,,,,,,
13-12-2008,0,5.794,-7.486,12072.90485,,,,,,,
14-12-2008,0,6.234,-7.436,11937.05952,,,,,,,
15-12-2008,0.0288158,5.4,-8.596,11813.46,,,,,,,
16-12-2008,0.00434211,5.646,-8.858,11665.01483,,,,,,,
17-12-2008,0.00210526,7.367,-7.504,11528.71796,,,,,,,
18-12-2008,0.000263158,8.04,-6.364,11395.5166,,,,,,,
19-12-2008,0.0177632,8.457,-5.483,11265.36763,,,,,,,
20-12-2008,0.0244737,8.591,-4.003,11138.22791,,,,,,,
21-12-2008,0.00960526,7.716,-4.451,11014.05432,,,,,,,
22-12-2008,0.0105263,6.992,-4.631,10892.80374,,,,,,,
23-12-2008,0.0377632,4.912,-5.285,10774.43304,,,,,,,
24-12-2008,0.025,5.614,-6.22,10658.89908,,,,,,,
25-12-2008,0.126184,3.759,-7.829,10546.15874,,,,,,,
26-12-2008,0.275,3.212,-8.867,10436.16891,,,,,,,
27-12-2008,0.0215789,1.724,-11.322,10328.88643,,,,,,,
28-12-2008,0.0646053,2.475,-10.939,10224.2682,,,,,,,
29-12-2008,0.0489474,2.375,-10.554,10122.27109,,,,,,,
30-12-2008,0.0543421,2.878,-10.704,10022.85196,,,,,,,
31-12-2008,0.123421,1.637,-9.029,9925.967691,,,,,,,
01-01-2009,0.309342,0.817,-9.679,9831.575155,,,,,,,
02-01-2009,0.117368,0.391,-12.954,9739.631224,,,,,,,
03-01-2009,0.0223684,2.337,-11.746,9650.092773,,,,,,,
04-01-2009,0.133421,2.296,-8.749,9598.33,,,,,,,
05-01-2009,0.286711,0.765,-9.547,9438.722059,,,,,,,
06-01-2009,0.128289,0.096,-11.783,9316.847752,,,,,,,
07-01-2009,0.00578947,1.282,-12.345,9197.294833,,,,,,,
08-01-2009,0,1.753,-12.655,9080.064385,,,,,,,
09-01-2009,0,2.018,-12.775,8965.157489,,,,,,,
10-01-2009,0,2.534,-12.874,8852.575228,,,,,,,
11-01-2009,0.0025,2.876,-12.438,8742.318684,,,,,,,
12-01-2009,0,4.008,-11.421,8634.388937,,,,,,,
13-01-2009,0,4.566,-10.898,8528.787072,,,,,,,
14-01-2009,0.0107895,5.269,-10.127,8425.514168,,,,,,,
15-01-2009,0.00144737,5.778,-8.783,8324.571309,,,,,,,
16-01-2009,0,6.832,-7.854,8225.959577,,,,,,,
17-01-2009,0.0390789,7.846,-7.296,8129.680052,,,,,,,
18-01-2009,0.00631579,7.223,-6.704,8035.733818,,,,,,,
19-01-2009,0,6.699,-6.022,7944.121957,,,,,,,
20-01-2009,0.0689474,6.567,-5.059,7854.845549,,,,,,,
21-01-2009,0.00921053,6.88,-5.77,7767.905678,,,,,,,
22-01-2009,0.0503947,8.46,-4.737,7683.303425,,,,,,,
23-01-2009,0.0998684,8.015,-3.812,7601.039872,,,,,,,
24-01-2009,0.0427632,8.206,-3.77,7521.116101,,,,,,,
25-01-2009,1.52461,7.1,-2.146,7443.533195,,,,,,,
26-01-2009,1.30408,5.805,-2.706,7368.292234,,,,,,,
27-01-2009,1.46053,6.308,-3.876,7295.394302,,,,,,,
28-01-2009,0.968158,5.351,-6.548,7224.840479,,,,,,,
29-01-2009,0.015,6.409,-7.252,7156.631849,,,,,,,
30-01-2009,0,7.281,-5.965,7090.769492,,,,,,,
31-01-2009,1.25461,6.202,-6.249,7027.254492,,,,,,,
01-02-2009,0.994079,4.775,-7.188,6966.087929,,,,,,,
02-02-2009,0.0893421,3.867,-9.161,6907.270886,,,,,,,
03-02-2009,0.0265789,5.141,-9.917,6891.83,,,,,,,
04-02-2009,0.00355263,5.314,-8.912,6751.117789,,,,,,,
05-02-2009,0,7.695,-7.583,6653.835114,,,,,,,
06-02-2009,0.000131579,7.845,-7.156,6559.008717,,,,,,,
07-02-2009,0.00407895,7.371,-7.481,6466.690896,,,,,,,
08-02-2009,0.00539474,7.761,-7.825,6376.933947,,,,,,,
09-02-2009,0.121974,8.298,-7.978,6289.790167,,,,,,,
10-02-2009,0.245921,9.309,-6.898,6205.311854,,,,,,,
11-02-2009,0.258684,8.068,-6.303,6123.551305,,,,,,,
12-02-2009,0.412632,5.931,-6.258,6044.560818,,,,,,,
13-02-2009,0.245789,7.723,-5.566,5968.392688,,,,,,,
14-02-2009,0.0573684,8.854,-5.637,5895.099214,,,,,,,
15-02-2009,0.0113158,8.041,-4.081,5824.732692,,,,,,,
16-02-2009,0.015,8.659,-3.685,5757.345421,,,,,,,
17-02-2009,0.0202632,8.669,-3.288,5691.54,,,,,,,
18-02-2009,0.172105,7.971,-3.344,5633.328161,,,,,,,
19-02-2009,0.2475,7.386,-4.964,5576.800959,,,,,,,
20-02-2009,0.0617105,7.838,-5.091,5523.458575,,,,,,,
21-02-2009,1.38382,6.334,-4.239,5473.351497,,,,,,,
22-02-2009,0.580132,4.676,-5.457,5426.530213,,,,,,,
23-02-2009,0.735263,4.807,-5.379,5383.04521,,,,,,,
24-02-2009,3.89145,3.886,-4.322,5342.946975,,,,,,,
25-02-2009,4.54342,3.617,-4.518,5306.285996,,,,,,,
26-02-2009,1.96237,4.726,-4.663,5273.11276,,,,,,,
27-02-2009,1.58158,5.063,-4.391,5243.477755,,,,,,,
28-02-2009,1.16618,3.772,-5.586,5217.431467,,,,,,,
01-03-2009,0.0364474,4.541,-7.969,5195.024385,,,,,,,
02-03-2009,0.0530263,6.292,-6.07,5043.83,,,,,,,
03-03-2009,0.0119737,7.904,-5.184,5308.487535,,,,,,,
04-03-2009,0.06,7.331,-4.195,5444.293361,,,,,,,
05-03-2009,0.475263,7.697,-3.385,5583.609581,,,,,,,
06-03-2009,0.168947,7.738,-2.416,5726.321301,,,,,,,
07-03-2009,0.266842,8.602,-2.608,5872.313628,,,,,,,
08-03-2009,0.107105,8.485,-2.755,6021.471669,,,,,,,
09-03-2009,0.0694737,8.678,-2.533,6173.680531,,,,,,,
10-03-2009,0.181974,8.67,-2.938,6328.825319,,,,,,,
11-03-2009,0.562105,7.15,-3.822,6486.791142,,,,,,,
12-03-2009,0.095,6.415,-6.057,6647.463105,,,,,,,
13-03-2009,0.0117105,7.95,-6.599,6810.726316,,,,,,,
14-03-2009,0.000131579,8.882,-5.249,6976.465881,,,,,,,
15-03-2009,0.000657895,8.674,-4.292,7144.566907,,,,,,,
16-03-2009,0.168947,7.464,-4.754,7416.8,,,,,,,
17-03-2009,0.123289,7.218,-5.069,7374.217587,,,,,,,
18-03-2009,0.608684,7.21,-5.025,7435.664645,,,,,,,
19-03-2009,0.621974,7.459,-4.857,7499.267973,,,,,,,
20-03-2009,0.366184,6.854,-4.257,7565.039869,,,,,,,
21-03-2009,0.699737,8.199,-4.492,7632.99263,,,,,,,
22-03-2009,0.339342,7.321,-3.737,7703.138555,,,,,,,
23-03-2009,0.373816,9.286,-4.07,7775.489941,,,,,,,
24-03-2009,0.780921,9.503,-3.766,7850.059086,,,,,,,
25-03-2009,0.997237,8.732,-3.503,7926.858288,,,,,,,
26-03-2009,2.55592,8.051,-3.684,8005.899844,,,,,,,
27-03-2009,1.69158,6.255,-5.318,8087.196053,,,,,,,
28-03-2009,0.973553,7.437,-4.151,8170.759213,,,,,,,
29-03-2009,2.83053,8.069,-2.688,8256.60162,,,,,,,
30-03-2009,4.95803,5.895,-1.707,8344.735573,,,,,,,
31-03-2009,6.725,5.596,-1.852,8435.17337,,,,,,,
01-04-2009,2.01987,6.605,-3.617,8527.927308,,,,,,,
02-04-2009,0.86579,9.467,-2.467,8623.009686,,,,,,,
03-04-2009,2.75539,8.355,-0.398,8720.432801,,,,,,,
04-04-2009,4.02671,8.584,-0.374,8820.20895,,,,,,,
05-04-2009,2.07763,9.429,-1.93,8922.350432,,,,,,,
06-04-2009,2.38316,10.798,-2.034,9026.869545,,,,,,,
07-04-2009,5.28303,8.426,-0.777,9145.58,,,,,,,
08-04-2009,1.56118,9.181,-0.714,9229.980638,,,,,,,
09-04-2009,2.28013,10.04,-0.934,9328.611946,,,,,,,
10-04-2009,2.93526,8.251,-1.667,9429.699541,,,,,,,
11-04-2009,0.283158,9.87,-2.474,9533.270454,,,,,,,
12-04-2009,0.298684,11.969,-1.558,9639.351714,,,,,,,
13-04-2009,1.17197,12.055,-0.388,9747.970352,,,,,,,
14-04-2009,0.221711,11.639,-0.376,9859.153398,,,,,,,
15-04-2009,1.31382,14.816,0.194,9972.927883,,,,,,,
16-04-2009,2.89395,12.836,3.71,10089.32084,,,,,,,
17-04-2009,4.75342,11.869,3.395,10208.35929,,,,,,,
18-04-2009,2.68921,12.991,2.339,10330.07027,,,,,,,
19-04-2009,1.47237,12.808,2.446,10454.48082,,,,,,,
20-04-2009,2.79237,11.905,2.355,10581.61795,,,,,,,
21-04-2009,2.91092,11.967,3.138,10775.57,,,,,,,
22-04-2009,3.29961,12.982,4.263,10773.01971,,,,,,,
23-04-2009,1.91645,13.659,4.023,10837.41837,,,,,,,
24-04-2009,0.153158,14.672,3.702,10904.81169,,,,,,,
25-04-2009,0.0723684,14.994,3.723,10975.30667,,,,,,,
26-04-2009,0.163553,14.545,3.663,11049.0103,,,,,,,
27-04-2009,0.465,13.509,1.622,11126.02961,,,,,,,
28-04-2009,0.200921,14.227,1.783,11206.47158,,,,,,,
29-04-2009,1.53842,14.946,3.883,11290.44322,,,,,,,
30-04-2009,5.34868,13.302,4.816,11378.05154,,,,,,,
01-05-2009,5.20395,12.237,2.793,11469.40353,,,,,,,
02-05-2009,2.37026,14.419,2.67,11564.6062,,,,,,,
03-05-2009,2.66776,14.41,4.493,11663.76655,,,,,,,
04-05-2009,1.99789,13.848,4.879,11766.99158,,,,,,,
05-05-2009,2.16816,14.385,4.841,11874.38831,,,,,,,
06-05-2009,4.29842,14.502,4.978,11986.06372,,,,,,,
07-05-2009,1.96,14.297,4.806,12089.69,,,,,,,
08-05-2009,2.61803,14.082,4.19,12236.49144,,,,,,,
09-05-2009,4.52921,13.723,3.109,12375.44223,,,,,,,
10-05-2009,3.89684,11.569,2.713,12519.06867,,,,,,,
11-05-2009,1.89855,11.648,3.094,12667.46225,,,,,,,
12-05-2009,2.49592,11.574,3.214,12820.71444,,,,,,,
13-05-2009,3.41895,8.971,1.816,12978.91672,,,,,,,
14-05-2009,1.67447,9.927,0.744,13142.16058,,,,,,,
15-05-2009,0.544474,12.59,0.828,13310.53748,,,,,,,
16-05-2009,0.638421,13.128,2.875,13484.13892,,,,,,,
17-05-2009,2.26921,13.811,4.394,13663.05637,,,,,,,
18-05-2009,1.56526,12.595,2.266,13847.3813,,,,,,,
19-05-2009,0.702763,16.421,2.646,14033.63,,,,,,,
20-05-2009,1.45039,17.667,5.172,14236.59096,,,,,,,
21-05-2009,1.61961,16.631,7.603,14441.65418,,,,,,,
22-05-2009,0.976579,15.987,7.692,14652.48188,,,,,,,
23-05-2009,0.898816,16.846,7.107,14869.16108,,,,,,,
24-05-2009,3.40934,16.67,7.368,15091.77879,,,,,,,
25-05-2009,12.6325,13.211,8.197,15320.42203,,,,,,,
26-05-2009,14.8833,12.029,7.858,15555.17782,,,,,,,
27-05-2009,3.31513,13.905,5.976,15796.13316,,,,,,,
28-05-2009,1.77803,14.105,6.076,16043.37509,,,,,,,
29-05-2009,2.73921,15.123,6.092,16296.99061,,,,,,,
30-05-2009,1.71553,14.751,6.678,16557.06675,,,,,,,
31-05-2009,2.76053,13.693,6.246,16823.69051,,,,,,,
01-06-2009,4.22395,13.777,4.157,17096.94891,,,,,,,
02-06-2009,1.92921,15.819,4.434,16734.81,,,,,,,
03-06-2009,0.985263,17.414,5.913,18376.99462,,,,,,,
04-06-2009,3.73184,18.133,7.564,19383.15436,,,,,,,
05-06-2009,4.03184,16.917,7.551,20394.69361,,,,,,,
06-06-2009,3.18658,17.438,8.459,21410.89776,,,,,,,
07-06-2009,3.30671,17.795,9.002,22431.05224,,,,,,,
08-06-2009,3.94224,17.23,8.925,23454.44246,,,,,,,
09-06-2009,3.07592,17.861,8.026,24480.35383,,,,,,,
10-06-2009,5.24882,16.608,7.273,25508.07176,,,,,,,
11-06-2009,4.55263,15.707,7.494,26536.88167,,,,,,,
12-06-2009,3.86171,16.066,8.278,27566.06896,,,,,,,
13-06-2009,4.52355,16.535,8.618,28594.91906,,,,,,,
14-06-2009,4.39947,17.281,8.695,29622.71737,,,,,,,
15-06-2009,3.72618,17.724,9.418,30648.74931,,,,,,,
16-06-2009,1.59132,17.934,9.447,31672.30028,,,,,,,
17-06-2009,1.49632,19.229,9.346,32692.65571,,,,,,,
18-06-2009,1.26724,19.81,9.908,33709.101,,,,,,,
19-06-2009,3.24316,20.201,10.231,34720.92156,,,,,,,
20-06-2009,5.62737,18.927,10.536,35727.40281,,,,,,,
21-06-2009,4.26395,19.074,10.575,37269.09,,,,,,,
22-06-2009,3.34553,19.292,10.698,37120.24821,,,,,,,
23-06-2009,3.24526,18.96,10.465,37505.85887,,,,,,,
24-06-2009,4.17276,19.081,10.309,37884.62325,,,,,,,
25-06-2009,5.85684,19.374,10.897,38256.50247,,,,,,,
26-06-2009,7.49474,18.742,11.078,38621.45762,,,,,,,
27-06-2009,6.77342,18.314,11.426,38979.44983,,,,,,,
28-06-2009,11.9361,17.609,11.602,39330.44018,,,,,,,
29-06-2009,8.84079,17.537,11.625,39674.38979,,,,,,,
30-06-2009,9.73355,16.882,11.24,40011.25977,,,,,,,
01-07-2009,9.77763,17.073,11.08,40341.01122,,,,,,,
02-07-2009,11.0739,16.66,10.407,40663.60524,,,,,,,
03-07-2009,8.40566,17.914,10.466,40979.00295,,,,,,,
04-07-2009,5.98474,18.167,10.822,41287.16545,,,,,,,
05-07-2009,5.57211,18.989,11.012,41588.05385,,,,,,,
06-07-2009,4.06,18.831,11.486,41881.62925,,,,,,,
07-07-2009,7.54763,18.789,11.443,42167.85276,,,,,,,
08-07-2009,6.47724,18.744,11.263,42446.68549,,,,,,,
09-07-2009,6.55066,18.88,11.188,42718.08854,,,,,,,
10-07-2009,4.06026,18.506,10.902,42982.02302,,,,,,,
11-07-2009,2.44263,18.585,11.207,43238.45003,,,,,,,
12-07-2009,1.93763,19.901,11.198,43487.33069,,,,,,,
13-07-2009,1.54079,20.537,11.279,43728.62609,,,,,,,
14-07-2009,2.90882,18.899,11.176,43962.29736,,,,,,,
15-07-2009,4.58829,19.684,11.191,44188.30558,,,,,,,
16-07-2009,2.65211,19.874,11.313,44406.61187,,,,,,,
17-07-2009,3.52158,20.12,11.504,44617.17734,,,,,,,
18-07-2009,3.19987,19.984,11.473,44819.96308,,,,,,,
19-07-2009,1.37184,21.378,11.867,45014.93022,,,,,,,
20-07-2009,3.34553,21.088,11.642,45202.03985,,,,,,,
21-07-2009,4.16987,20.16,11.435,45381.25308,,,,,,,
22-07-2009,3.95434,19.765,11.255,45552.53101,,,,,,,
23-07-2009,2.28066,20.524,11.619,45715.83476,,,,,,,
24-07-2009,5.09434,19.95,11.976,45871.12543,,,,,,,
25-07-2009,9.97171,19.249,11.609,46018.36412,,,,,,,
26-07-2009,11.2662,17.361,11.034,46157.51195,,,,,,,
27-07-2009,8.58526,16.654,10.74,46288.53002,,,,,,,
28-07-2009,12.7075,15.749,10.451,46411.37943,,,,,,,
29-07-2009,11.9436,16.786,10.673,46526.0213,,,,,,,
30-07-2009,7.05921,17.405,11.14,46632.41672,,,,,,,
31-07-2009,5.08763,18.071,11.579,46730.52681,,,,,,,
01-08-2009,4.45329,18.975,11.455,46820.31267,,,,,,,
02-08-2009,4.67908,18.649,11.454,46901.73541,,,,,,,
03-08-2009,6.35132,19.047,11.513,46974.75613,,,,,,,
04-08-2009,10.4042,18.78,11.154,47187.34,,,,,,,
05-08-2009,8.97789,19.199,11.286,46931.03048,,,,,,,
06-08-2009,4.51316,18.325,11.425,46814.39108,,,,,,,
07-08-2009,5.36224,19.931,11.66,46689.56362,,,,,,,
08-08-2009,4.16145,19.212,11.435,46556.69397,,,,,,,
09-08-2009,4.29447,17.73,11.535,46415.928,,,,,,,
10-08-2009,7.31171,18.877,11.615,46267.41158,,,,,,,
11-08-2009,8.67566,18.136,11.198,45321.86,,,,,,,
12-08-2009,18.6626,17.376,10.087,46824.62409,,,,,,,
13-08-2009,9.81421,17.742,9.45,47529.65925,,,,,,,
14-08-2009,6.04158,19.187,9.799,48225.55644,,,,,,,
15-08-2009,13.5287,16.888,10.679,48911.47602,,,,,,,
16-08-2009,12.9003,15.979,10.279,49586.57837,,,,,,,
17-08-2009,10.4325,15.877,10.293,50250.02384,,,,,,,
18-08-2009,10.4237,16.007,10.512,51201.89,,,,,,,
19-08-2009,11.1522,16.646,10.31,51204.32158,,,,,,,
20-08-2009,9.66987,16.172,9.598,51493.87024,,,,,,,
21-08-2009,6.4,17.061,9.634,51769.15482,,,,,,,
22-08-2009,7.73579,16.746,9.878,52029.71132,,,,,,,
23-08-2009,4.89224,16.53,9.923,52275.07579,,,,,,,
24-08-2009,4.09553,16,9.363,52504.78423,,,,,,,
25-08-2009,4.09237,16.299,9.298,54004.46,,,,,,,
26-08-2009,5.79684,17.089,9.514,51486.76902,,,,,,,
27-08-2009,3.96592,16.745,9.613,50239.72294,,,,,,,
28-08-2009,4.31289,17.199,9.209,48978.37596,,,,,,,
29-08-2009,4.09447,16.773,8.564,47703.86963,,,,,,,
30-08-2009,2.45171,17.638,8.548,46417.34549,,,,,,,
31-08-2009,1.10197,18.832,9.253,45119.94508,,,,,,,
01-09-2009,2.80329,18.335,9.867,43812.80994,,,,,,,
02-09-2009,1.40684,17.89,9.84,42497.08162,,,,,,,
03-09-2009,1.25368,18.859,9.659,41173.90164,,,,,,,
04-09-2009,1.89342,18.517,9.578,39844.41155,,,,,,,
05-09-2009,2.80303,17.352,9.655,38509.7529,,,,,,,
06-09-2009,1.84118,17.638,9.81,37171.06722,,,,,,,
07-09-2009,2.87408,18.066,9.152,35829.49605,,,,,,,
08-09-2009,1.64355,17.805,8.933,33822.14,,,,,,,
09-09-2009,5.77566,17.545,8.967,33879.89159,,,,,,,
10-09-2009,6.26855,17.163,9.54,33273.31243,,,,,,,
11-09-2009,1.01092,17.477,9.351,32666.75599,,,,,,,
12-09-2009,0.783026,18.517,9.274,32060.53485,,,,,,,
13-09-2009,1.00513,18.721,9.331,31454.96158,,,,,,,
14-09-2009,2.42026,18.815,9.241,30850.34875,,,,,,,
15-09-2009,3.25224,17.22,8.689,30247.00894,,,,,,,
16-09-2009,2.29816,17.758,8.547,29645.2547,,,,,,,
17-09-2009,5.10013,17.977,8.832,29045.39861,,,,,,,
18-09-2009,10.3075,16.909,9.384,28447.75324,,,,,,,
19-09-2009,7.24118,17.291,9.09,27852.63116,,,,,,,
20-09-2009,4.71789,15.797,7.545,27260.34493,,,,,,,
21-09-2009,4.01816,15.161,6.572,26671.20714,,,,,,,
22-09-2009,4.09776,16.018,6.745,26085.53034,,,,,,,
23-09-2009,3.10118,15.547,6.163,25503.6271,,,,,,,
24-09-2009,4.11645,14.635,6.464,24925.81001,,,,,,,
25-09-2009,2.12697,15.358,6.121,24352.39162,,,,,,,
26-09-2009,0.554474,16.721,4.536,23783.6845,,,,,,,
27-09-2009,0.325395,17.692,4.25,23220.00123,,,,,,,
28-09-2009,0.2725,18.03,5.064,22661.65438,,,,,,,
29-09-2009,0.2875,17.141,6.126,21458.49,,,,,,,
30-09-2009,0.161711,17.221,6.384,22284.76968,,,,,,,
01-10-2009,0.274342,17.482,6.068,22466.04496,,,,,,,
02-10-2009,0.511579,17.151,5.974,22652.28288,,,,,,,
03-10-2009,2.52237,15.248,6.636,22842.984,,,,,,,
04-10-2009,2.69434,14.038,7.575,23037.64884,,,,,,,
05-10-2009,3.27447,14.996,8.197,23235.77797,,,,,,,
06-10-2009,8.16447,15.94,8.848,23554.49,,,,,,,
07-10-2009,21.6105,13.104,8.288,23509.77903,,,,,,,
08-10-2009,14.2592,12.533,5.869,23584.79888,,,,,,,
09-10-2009,4.57408,12.881,4.425,23661.57886,,,,,,,
10-10-2009,1.29803,12.64,3.514,23739.76633,,,,,,,
11-10-2009,0.364211,12.322,2.542,23819.00868,,,,,,,
12-10-2009,0.116579,12.732,2.128,23898.95328,,,,,,,
13-10-2009,0.0396053,13.531,2.035,23979.2475,,,,,,,
14-10-2009,0.0884211,14.392,2.089,24059.53873,,,,,,,
15-10-2009,0.289737,14.076,2.14,24139.47434,,,,,,,
16-10-2009,0.36,14.055,2.714,24218.7017,,,,,,,
17-10-2009,1.68921,14.592,3.403,24296.8682,,,,,,,
18-10-2009,1.62171,12.765,2.812,24373.6212,,,,,,,
19-10-2009,1.13026,12.958,2.081,24448.60809,,,,,,,
20-10-2009,0.403816,11.88,1.144,24857.33,,,,,,,
21-10-2009,0.0451316,12.539,0.38,24218.80083,,,,,,,
22-10-2009,0.0503947,13.34,0.493,23913.7207,,,,,,,
23-10-2009,0.0982895,12.751,1.755,23606.3025,,,,,,,
24-10-2009,0.100658,13.059,1.914,23296.61288,,,,,,,
25-10-2009,0.0935526,13.033,1.448,22984.71848,,,,,,,
26-10-2009,0.000131579,12.453,1.013,22670.68596,,,,,,,
27-10-2009,0,12.696,0.823,22354.58195,,,,,,,
28-10-2009,0,12.408,0.547,22036.47311,,,,,,,
29-10-2009,0,12.777,0.31,21716.42608,,,,,,,
30-10-2009,0.00105263,12.698,0.046,21394.5075,,,,,,,
31-10-2009,0.0111842,11.961,-0.747,21070.78404,,,,,,,
01-11-2009,0.0126316,11.129,-0.868,20745.32232,,,,,,,
02-11-2009,0,9.817,-0.816,20418.18901,,,,,,,
03-11-2009,0.00526316,9.012,-3.188,20439.04,,,,,,,
04-11-2009,0.0168421,10.172,-3.338,19370.84434,,,,,,,
05-11-2009,0.0369737,8.519,-2.987,18651.20269,,,,,,,
06-11-2009,0.0132895,9.261,-3.711,17931.02887,,,,,,,
07-11-2009,0.0257895,8.989,-3.624,17210.82594,,,,,,,
08-11-2009,0.0175,9.944,-3.391,16491.09695,,,,,,,
09-11-2009,0.0434211,10.245,-1.863,15772.34498,,,,,,,
10-11-2009,0.2375,9.759,-0.908,15055.07309,,,,,,,
11-11-2009,0.0653947,10.136,-0.606,14339.78435,,,,,,,
12-11-2009,0.256579,10.995,0.492,13626.98182,,,,,,,
13-11-2009,0.0759211,11.353,0.964,12917.16856,,,,,,,
14-11-2009,0.264211,11.43,1.743,12210.84764,,,,,,,
15-11-2009,1.90263,9.975,2.034,11508.52212,,,,,,,
16-11-2009,1.18974,9.983,1.696,10810.69507,,,,,,,
17-11-2009,3.74368,6.619,-1.034,9650,,,,,,,
18-11-2009,1.05961,6.873,-2.498,9950.266262,,,,,,,
19-11-2009,0.307237,5.995,-5.15,9788.086556,,,,,,,
20-11-2009,0.132632,4.234,-8.59,9631.249425,,,,,,,
21-11-2009,0,3.889,-10.312,9479.673858,,,,,,,
22-11-2009,0,4.991,-9.903,9333.278844,,,,,,,
23-11-2009,0.0209211,6.236,-8.244,9191.983372,,,,,,,
24-11-2009,0.00171053,7.31,-7.155,9055.706431,,,,,,,
25-11-2009,0.00355263,7.518,-7.143,8924.36701,,,,,,,
